Gln1	Gln2	Gln3	Glu1	Glu2	Glu3	Glu_Gln_1	Glu_Gln_2	Glu_Gln_3	Glu_NH4_1	Glu_NH4_2	Glu_NH4_3	ctrl1	ctrl2	ctrl3
LASP1	224.56959441462	226.900636229592	226.54654137771	181.063718228931	194.716934764191	194.106099595307	253.712241298052	254.790850168397	255.947200982859	209.195778853056	210.702762329775	217.595541708426	317.244873291105	312.96940844808	306.15876248632
SNX11	29.6554916459854	26.1441016705933	25.9085746507842	42.5042732788882	44.1485146566353	39.7198592690397	30.948812276304	27.1896949649668	28.5645715864836	38.7445805749322	37.6421417215251	34.8354811551772	43.3625107240438	46.1682077695834	44.6952792113787
M6PR	133.388186490656	130.418845641383	128.867531260654	122.91473222602	120.383432966814	121.675767987058	117.04999514756	119.502610762139	122.357881313746	148.177743744709	148.179514547738	156.57034193115	141.42241339483	146.160657763003	146.410190366069
KLHL13	3.81460680923463	4.27355508077006	3.86786777961945	4.03734521910283	4.21876788778076	3.7143759799102	10.4863191778686	9.96355268031895	9.23353826330567	3.556265849873	5.18599166132467	4.66997392297666	8.76476280592375	9.28004176273033	9.20426343270975
ICA1	20.6727078694006	20.5633415062936	21.7951279645223	17.7194595727291	16.6373944870227	16.295326879606	15.0209436872171	14.7652648154124	13.715314145495	18.5924074256518	18.8793404299909	20.7624516305313	12.3233883060732	12.3733890169738	13.3383817541811
DBNDD1	21.9647521112381	22.4738720129908	22.3476805044679	16.3736778330282	15.1519128363957	13.8390459896654	37.5240178148594	36.1328838165783	36.5561719547248	18.3428449098713	18.8793404299909	21.4566369434063	36.1134587792948	38.7441743593991	37.7530805206061
ALS2	79.7991134125374	75.6167863703315	82.3303284518997	62.4667024177855	59.9540394193069	58.651194908582	70.6834595394708	73.0460458551094	70.8444573184622	62.4530195740856	65.2036479665428	64.874772875946	61.7487424748162	59.3922672814741	59.2036944527686
CFLAR	55.804006064126	52.8412516457569	55.8692012611698	80.4104589471314	80.9884595921856	81.7761808480229	52.9984239530114	58.460845244763	56.4271782757569	71.1253169974601	68.2336655664179	67.7146218831615	43.8238140296187	43.6935299661886	43.0572323292863
TFPI	14.7662199067147	13.122327953894	15.4100763918172	14.9157476150188	12.9533999934677	14.0187738596611	15.7578201699863	14.4051364052804	15.1732412397011	14.225063399492	12.8193052302408	12.6215511431802	18.7816345841223	15.0800678644368	16.8484822158077
NDUFAF7	19.626767292675	19.7086304901396	15.9012342051022	9.98121456944867	9.98243669221364	10.5440350397451	14.9075780744834	16.7459710711385	16.9551521326198	10.4192350338385	10.8381398764763	9.59237886881692	18.4521322229974	18.4827498441046	16.8484822158077
RBM5	75.5538251893569	77.2759312840422	77.0503819590858	62.2424054611687	61.0235862077584	63.9831217184531	58.8367530087976	54.3193685282449	55.9412025776882	66.5708010844648	62.9894043358648	64.3068030745029	24.9762789732714	27.5307905627666	25.5067300211533
SLC7A2	31.1321136366568	31.1215364117255	29.4080740704399	22.4857699008366	22.8169981536312	21.9867094294684	32.7626620800434	30.7309576645982	30.8864554772564	23.8332202570436	20.9770449222122	21.2042059205427	33.4115394180702	30.7788051797223	34.8669979188242
ARF5	73.0927885382378	70.9912914593803	71.2178829263263	75.4198516624071	74.2146632653264	70.5132343282952	79.3559289135999	70.1650185740533	75.2182386010807	80.2343488234506	80.2954663966899	83.7439918350003	79.2782680866637	81.1230317425343	82.6823664294266
SARM1	4.12223639062452	4.57521779235383	3.80647305295882	2.29904380532245	3.20864036535438	2.69591804993482	4.13784486478057	4.02143391314078	3.18584068733938	2.37084389991534	2.79693932296162	3.21849554151094	3.22912313902454	1.46933994576564	2.02805804449537
POLDIP2	81.3987872357648	80.7953295858529	78.5238553989408	81.8683891651408	87.881094451095	86.1495590179172	83.4937737783805	83.3097055438717	85.315733660953	76.5533017156873	74.4102399046248	82.6080522321141	121.388669838433	117.779196705319	126.831630013441
PLXND1	18.0270934694475	15.5859067651614	18.4184179981878	13.6821143536263	13.8446889838439	11.7422208397161	20.5191759048023	20.1071695657039	19.601019822105	12.7276883048086	14.2760444609499	13.6943829903505	15.4866109728728	15.7760709966416	14.7424219388317
AK2	147.846776815981	145.501981220571	146.180844178951	140.465969081286	134.881733876934	134.316628176753	177.587232347363	183.90557477408	178.299083891435	136.635477389858	136.875218117434	135.113704987744	259.845561983138	271.750556285286	261.463483274941
FKBP4	228.630304888966	227.403407415565	222.924252504734	92.9150142785194	87.108643992769	88.0666562978708	179.967910214771	183.065275150438	182.132892176199	87.3468805231966	88.8610930732598	87.5304571779543	556.265886051145	562.13852977739	576.982513658932
KDM1A	143.601488592801	148.769993929396	147.899896525448	118.372718854529	124.721039386645	113.228558097263	161.659363758276	159.656928491858	157.40212887448	114.424413485388	120.851086579633	124.259171004609	232.167363648642	222.024999173323	215.520168343873
RBM6	79.0608024172017	82.5550287367582	82.8828809918453	87.1954418847903	86.395612800468	85.7901032779259	62.5778182290102	64.1628784051865	61.6109190551566	75.2430985078394	74.5850486123099	76.6128154391035	67.8774863917403	65.2696270645366	68.7199668154008
CAMKK1	8.98278377658478	9.55265253348603	10.0687351723427	3.02800891432712	3.38689816342963	2.45628088994062	8.61578656776227	7.2025682026402	7.55962196995786	3.61865647881815	3.67098286138713	3.84957309866995	4.48123211129936	4.56268720000908	4.60213171635487
RECQL	119.975536742057	129.463580388034	123.710374221162	101.270075912496	101.012752242638	108.076359157387	142.783989238113	156.235708595604	153.51432328993	106.001678577794	103.545024518808	103.559827129793	141.42241339483	137.808620176545	141.18404078987
VPS50	50.0820958502741	51.4837694436299	51.2645967616228	55.0649028494303	53.8338550187235	52.0611730087413	48.6338478627634	49.3375921880854	48.7595617062282	52.408128313918	55.0647429208069	50.0444502827093	43.1648093073688	39.5948448543161	39.5471318676597
HSPB6	0.615259162779779	1.0055423719459	1.35068398653378	1.68222717462618	1.72315871472735	1.79727869995655	0.793559289135999	0.840299623641357	0.917954096352026	1.18542194995767	1.51500879993754	1.19904735860211	0.988507083374859	1.00533785762912	0.780022324805911
ARHGAP33	27.5636104925341	28.4568491260689	27.8118111772636	87.2515161239445	90.9114770183742	85.1910103779404	67.2258083510925	70.044975770676	68.0905950294061	79.9223956787249	77.4985270737282	80.3992807820576	70.5794057529649	73.6216646509939	73.7121096941586
NDUFAB1	41.837623069025	41.780285554352	41.4414404959226	31.9062420787432	32.6805963137946	30.2541914492686	43.9291749343142	51.3182984438114	46.4376778154554	32.8174708251439	33.330193598626	36.0345285137793	75.1265383364892	78.7256876204956	74.3361275540033
PDK4	0.676785079057757	0.502771185972949	0.429763086624383	1.906524131243	2.37677064100325	2.51619017993917	2.777457511976	3.36119849456543	1.72791359313323	3.80582836565357	3.55444372293039	2.33498696148833	2.63601888899962	1.39200626440955	1.716049114573
ZMYND10	1.96882932089529	2.26247033687827	2.08742070646129	1.51400445716356	1.60432018267719	1.37791366996669	5.55491502395199	3.48124129794276	3.34783258669562	1.12303132101253	1.63154793839428	1.76701716004522	1.71341227784975	1.54667362712172	2.41806920689832
SLC25A13	130.188838844201	130.066905811202	131.937267593686	123.082954943482	125.968843973172	129.943250006858	142.273843980811	143.091021625785	147.62861761332	141.626727705469	148.004705840052	142.371096895072	163.894474423552	155.208698481665	162.32264579211
ST7	13.2895979160432	13.3737135468804	11.4808138855371	12.4484810922337	11.4084990768156	13.0602252196842	14.680846849016	16.0857356525631	14.8492574409887	12.7276883048086	12.061800830272	12.6846588988961	21.8789567786969	20.0294234712263	21.1386050022402
CDC27	120.221640407169	125.491688018848	126.166163287587	179.942233445847	167.621749456754	178.769321355678	148.168855842964	150.713739640246	149.086544707526	141.189993302853	142.236018486444	137.63801521638	140.49980678368	137.808620176545	139.389989442816
HCCS	32.6087356273283	37.8083931851657	34.1354680233081	41.9996051265003	43.0789678681838	44.8720582089151	35.4834367856525	34.212198962541	36.8261584536519	40.6162994432864	37.1177155984698	40.1365326353129	62.803150030416	69.6003132204775	68.6419645829202
DVL2	80.4758984915952	79.6892329767124	77.0503819590858	121.737173203781	117.887823793761	121.076675087073	98.0612550146627	98.2550345643501	100.596969500225	148.552087518379	148.470862393879	149.186734512389	71.5020123641148	72.2296583865844	74.4141297864839
UPF1	175.410387308515	170.23832357044	171.475471563129	156.615349957697	165.542075145876	164.510910336023	172.485779774346	166.859496694498	168.471575330489	149.799900097282	149.111827655391	150.322674115276	177.931275007475	187.534177288509	176.441049871097
SKAP2	33.0394170412742	34.2387177647578	35.6703361898238	45.8126533889863	43.5543219963845	46.1900625888833	54.3588113058159	55.6398393653956	55.7252133785465	57.6489411453098	51.9181861824751	54.1464544042429	32.6207337513703	31.2428072678588	32.6049331768871
SLC25A5	520.386199879138	515.139357147883	523.63562368848	410.912024522022	422.649239236402	423.97804531975	407.662743390436	397.10159357223	398.446075116565	448.526231486615	448.2095265046	447.37088027002	734.98796672532	730.416620408233	737.66711256895
MCUB	32.6702615436063	36.149248271455	32.9689682167562	30.4483118607339	32.6211770477696	33.0100187892019	45.7430247380537	41.9549597803792	44.547772322966	33.2542052277599	35.4278980908472	33.699541552291	48.1732451964681	50.4988939255242	48.3613841379665
HOXA11	1.04594057672563	1.0055423719459	1.28928925987315	2.07474684870562	2.79270550317881	1.8571879899551	0.793559289135999	0.960342427018694	1.29593519484992	2.05889075518963	1.34020009225244	1.95634042719292	0.856706138924877	1.31467258305346	1.24803571968946
POLR2J	51.4971919246675	47.7632626674301	51.0190178549803	50.7471864345564	56.2106256597268	51.7616265587486	61.0473824571051	58.820973654895	59.9910000615942	47.7288311430324	47.4896989211192	57.4911654571856	82.0460879201133	92.2590818578107	89.1565517253156
DHX33	60.5415016175303	58.2711804542648	57.7724377876492	60.3358813299257	57.814945842404	60.927747928527	57.8164624941942	54.5594541349995	54.5372727832674	50.9731438481797	53.7828123977828	50.9279588627319	49.161752279843	46.7868772204321	47.1913506507576
LIG3	54.3889099897325	54.8020592710514	55.009675087921	38.5790765380937	40.5833586951304	38.341945599073	36.9571897511908	36.8531406368424	36.8261584536519	34.8763615803335	35.3696285216188	34.2675113537341	44.2192168629687	44.1575320543251	42.5892189344027
RPAP3	80.3528466590392	77.8289795886125	81.9619600919359	55.5134967626639	59.1221696949558	58.4115577485878	81.8499723937416	81.629106296589	78.2420873890638	57.4617692584743	62.2901695051244	60.2679067086852	106.29746169891	108.112486535808	104.600993756473
REXO5	11.8129759253718	13.5748220212696	12.5245242387677	14.1307082668599	12.2997880671918	14.7975946296422	14.3974328171817	14.9453290204784	13.3913303467825	12.9148601916441	13.5768096302095	12.053581341737	14.4981038894979	15.7760709966416	14.6644197063511
CIAPIN1	63.8023751802631	69.0807609526831	65.2625944402456	53.7191211097294	57.9337843744541	56.1350047286428	63.0879634863119	62.1821721494604	60.8009595583754	55.8396129059007	55.880516890004	55.4717172742768	113.085210338084	117.083193573114	109.125123240347
SPPL2B	32.0550023808265	34.0878864089659	30.3903896970099	28.9343074035703	26.382154115136	26.7794526293526	26.8109674115234	25.2690101109294	24.4067795030068	27.3894861069166	27.0953496911907	27.7043047592804	12.5869901949732	12.2960553356177	14.0404018465064
ATOSB	48.4824220270466	46.1543948723167	48.2562551552521	49.4574789340097	52.8831467623222	50.2638943087848	39.7346472631668	39.0139110976344	38.9860504450684	49.8501125271672	49.5874034133404	52.0007907099022	28.007700695621	26.4481190237814	25.7407367185951
PRKAR2B	21.5340706972923	20.3622330319044	23.8825486709836	22.9904380532245	21.6286128331295	24.6826274794033	38.1475286848948	37.4533546537291	36.7721611538664	26.2664547859041	24.9393756297411	26.1266108663829	29.6552125012458	28.8454631458201	27.846796995571
MSL3	35.1928241110034	34.3392720019524	35.4247572831813	23.8876258796918	24.7778339324588	24.1434438694163	28.6815000216297	29.4705082291362	28.4025796871274	24.1451734017693	23.4243668298036	24.6120247292013	29.7211129734707	27.2987895186984	29.4068416451828
CREBBP	81.029631738097	82.6555829739528	84.4177491583609	107.494316458613	108.974933889999	111.431279397306	68.4728300911633	66.9838842845539	67.4966247317666	90.653583857289	85.0153015041876	85.3216857278978	65.0437660860657	56.4535873899428	61.621763659667
GCFC2	45.6522298782596	46.0538406351221	47.1511500753609	33.0838011009815	33.0965311759702	29.8348264192787	39.3945504249657	40.1543177297191	38.6620666463559	30.633798812064	30.474984706436	29.913076209337	47.3165390575432	47.7148813967051	44.3832702814563
WDR54	63.6793233477072	64.8072058719131	61.2719372073049	46.8780639329162	50.2686990572187	53.2593588087124	69.0963409611988	61.8820651410171	63.8248083463585	53.9055034086013	52.6756905824439	56.8600879000266	67.0866807250404	70.7603184408188	73.0880918343139
CROT	14.7046939904367	14.4798101560209	14.611944945229	14.1307082668599	15.6272669645963	15.5165061096249	27.77457511976	27.4898019734101	29.3205337834794	18.218063651981	19.6368448299597	17.7332793561681	14.5640043617229	13.8427289627394	14.6644197063511
KMT2E	76.8458694311945	78.2814736559881	74.5331981660001	121.84932168209	116.461761409159	128.145971306902	77.0886166589256	75.3868805209675	79.4840252841284	106.313631722519	112.693346887662	101.666594458316	43.2966102518188	47.7922150780612	43.4472434916892
RHBDD2	123.174884388512	119.307602431381	117.018349015153	57.8686148071406	59.6569430891815	62.3655708884922	82.1333864255759	86.6108826367484	79.8620063826262	58.0856755479257	56.6962908592012	56.4814413657312	103.990945171035	105.560475051057	100.23286873756
IBTK	168.888640183049	174.461601532613	177.123786415906	151.736891151281	155.024865059437	159.298802106149	98.6847658846982	100.655890631897	100.920953298937	144.30952475011	143.692757717153	137.63801521638	69.85450055849	68.5176416814923	66.3018976085024
ZNF195	13.5357015811551	13.122327953894	14.3049713119259	13.1213719620842	14.2012045799944	11.5025836797219	8.78583498686285	9.54340286849827	9.44952746244732	11.4174850969607	12.8775747994691	13.8205985017823	16.6069190006976	13.5333942373151	15.9124554260406
MYCBP2	33.347046622664	31.4734762419066	31.2499158702587	57.3078724155985	58.2308807045795	54.6372724786791	44.2125889661485	42.8552808057092	44.2237885242535	40.1171744117253	44.7510291673859	41.3986877496309	33.2797384736202	34.4908218848144	37.7530805206061
FBXL3	31.8088987157146	30.0657169211823	30.2062055170281	37.9622599073975	41.7717440156321	39.0608570790556	24.7137035759497	26.0492883328821	24.568771402363	33.5661583724856	32.3978804909721	31.7432011250981	28.9303073067709	26.1387842983571	26.130747880998
PDK2	31.4397432180467	30.2165482769742	27.5662322706211	37.289369037547	35.6515596150487	33.669020979186	37.6373834275931	38.6537826875024	40.9299532373433	37.9958930275905	37.7004112907535	38.6219464981313	26.8214921955712	31.5521419932831	25.8967411835562
ITGA3	732.158403707938	726.655195086703	735.693009574283	467.715228785232	479.097541960229	472.025295898588	565.184262283932	569.363016418708	563.353828661217	493.884218729732	512.888748348087	504.609614704342	488.71790202053	488.43953144504	481.507781102689
ZFX	57.8343613012993	59.2264457076134	62.4384370138568	65.6629340495752	64.5887421692632	65.3610353884198	46.5932668335565	45.3761796766333	47.2476373122366	59.3334881268286	55.1230124900353	54.6513164499701	50.0843588909928	49.416222386539	49.5314176251754
LAMP2	88.2896898588984	89.4429939845876	88.2856169379804	102.728006130505	103.389522883641	103.4034345375	76.4084229825233	72.4458318382227	71.9244033141705	123.533445311378	125.221304271761	119.904735860211	84.2867039757629	82.669705369656	87.0504914483397
ITGA2B	2.39951073484114	2.36302457407286	2.14881543312192	2.07474684870562	2.37677064100325	2.39637159994206	3.571016801112	3.30117709287676	3.40182988648104	2.6204064156959	1.34020009225244	2.58741798435193	1.97701416674972	1.62400730847781	2.26206474193714
GDE1	50.6358290967759	49.6737931741273	49.6683338684465	63.6442614400238	63.0438412526111	68.8956834983343	68.4161472847965	75.8670517344768	65.9307030379896	62.1410664293599	64.0382565819754	59.131967105799	83.825400670188	84.9123821289825	83.5403909867131
REX1BD	26.3330921669746	28.80878895625	25.785785197463	24.7848137061591	27.095185307437	26.180359729367	34.8032431092502	34.8724343811163	32.0203987727501	27.5766579937521	25.2889930451113	27.7674125149963	44.8782215852186	45.0855362305982	45.2412948387428
OSBPL7	9.16736152541871	9.50237541488873	9.1478142724333	9.3643979387524	9.32882476593774	9.16612136977839	10.3729535651348	9.60342427018694	10.6374680577264	9.1090318259905	11.3042964303032	10.6021029602713	6.32644533359909	6.1093608271308	5.69416297108315
YBX2	56.7884207245736	56.8634211335405	54.3343330946541	46.7659154546078	51.21940731362	48.766162058821	72.4973093432102	76.1071373412315	76.0281980978619	52.1585657981374	50.2283686748524	53.0105148013566	55.883600446792	53.901575905192	57.0196319433121
MAP3K14	68.1091893197216	71.3432312895614	77.7257239523527	128.91467581552	133.871606354508	132.099984446806	133.771423025783	129.406142040769	132.023397975335	103.693225306823	103.370215811123	107.598723495611	84.4844053924379	87.6963946578016	90.8726008398886
TMEM132A	37.4692830132886	36.3503567458442	36.8368359963757	29.663272512575	26.322734849111	25.4614482493844	43.4190296770125	41.9549597803792	39.3640315435663	27.5142673648069	28.4938193526715	30.6703692779278	41.649098446194	46.2455414509395	41.3411832147133
AP2B1	325.533623026781	331.175380200381	330.42641888749	416.799819633213	418.905825476822	414.572286789977	374.673350084925	360.368495738765	377.063144401541	383.702368012614	386.210704845617	391.520516461448	413.393662267366	401.052471512662	414.503863401861
ZNF263	31.3782173017688	32.7806813254363	31.37270532358	35.0463994713788	33.5124660381458	30.4339193192642	23.8634614804468	21.7877688129866	20.518973918457	29.6979393778868	30.1253672910658	34.8985889108931	32.0935299735704	35.8828281492239	35.7250224761107
SPATA20	66.6325673290501	66.7177363786103	64.0960946336937	32.5791329485937	35.5327210829985	33.7289302691845	29.8151561489668	31.8713642966829	28.4025796871274	36.8104710776329	37.46733301384	37.3597913838132	28.5349044734209	28.2267936949714	27.6127902981292
TNFRSF12A	109.023923644577	109.151624474727	108.116113649363	220.539982593492	229.655463186939	228.374213474479	77.8254931416948	76.7073513581182	76.1901899972181	172.697260920149	177.489107869606	189.638805926282	187.025540174523	202.150243064809	200.933750870003
DLX6	7.44463586963533	6.8879652478294	7.73573555923889	8.63543282974772	8.02160091338596	8.86657491978564	10.5430019842354	11.4640877225357	10.4214788585848	9.29620371282592	9.09005279962527	9.27684009023741	5.27203777799925	3.78935038644822	4.3681250189131
MAP3K9	30.639906306433	31.7751389534904	29.0397057104762	31.2333512088927	30.8385990670171	32.0514701492251	32.8193448864102	31.3911930831735	33.2623366678146	35.0635334671689	32.5726891986572	34.1412958423023	13.3777958616731	15.3894025898611	16.0684598910018
RALA	63.9869529290971	58.2711804542648	59.3687006808255	55.0088286102761	52.2295348360463	53.7386331287008	50.2776492474022	52.3986836742075	51.0274482972155	51.5970501376311	49.4125947056553	54.0833466485269	57.5970127246418	53.050905410275	56.1616073860256
BAIAP2L1	197.559717168587	199.348775238274	201.313308720193	201.530815520216	205.768918244856	210.161789314919	161.886094983744	164.818769037083	156.916153176411	188.232527527489	187.511473776885	193.488379024952	180.435492952024	177.712799756286	184.085268654195
KDM7A	18.1501453020035	18.5522567624018	18.9095758114729	40.9902688217246	40.3456816310301	42.9549609289615	6.12174308762056	6.72239698913086	7.23563817124538	30.8833613278445	29.6009411680105	29.8499684536211	4.28353069462439	4.71735456272125	4.05611608899074
ETV1	36.0541869388951	38.1603330153468	36.2228887297694	79.9618650338978	82.3551027107625	85.4905568279331	76.4084229825233	73.6462598719961	76.8381575946431	86.9101461205806	85.073571073416	83.5546685678526	38.9471790849694	38.7441743593991	35.4130135461884
AGK	32.3011060459384	32.0265245464768	31.4954947769012	30.5043860998881	32.8588541118699	31.4523772492396	22.5030741276423	24.5487532906654	23.0568470083715	27.5766579937521	29.834019444924	29.5975374307575	40.1992880572442	41.8375216136426	40.8731698198297
ALDH3B1	43.2527191434185	41.0261287753926	46.1688344487909	34.8781767539161	35.8298174131239	33.4293838191918	35.6534852047531	35.3526055946257	39.20203964421	42.2384557958601	43.7021769212753	42.0297653067899	19.6383407230472	19.5654213830898	20.1245759799925
PHTF2	75.0616178591331	70.7399058663939	71.8318301929326	131.830536251538	131.138320117354	130.182887166853	121.301205625074	124.604429905676	128.837557287996	131.769008332137	130.815182917684	126.594157966097	102.936537615435	100.533785762912	106.395045103526
FARP2	44.544763385256	45.2494067375654	47.6423078886459	52.5976363266452	55.1410788712753	53.2593588087124	58.6100217833302	54.0792829214902	55.0232484813361	44.0477840352691	44.1683334751023	42.7239506196648	66.2299745861155	60.0109367323228	64.4298440289682
GGCT	32.4241578784944	33.2834525114092	33.5215207567019	24.7848137061591	24.5401568683585	24.982173929396	29.3050108916651	30.0107008443342	27.2686363916337	26.0792828990687	26.3961148604503	28.1460590492917	46.7893352797433	50.4988939255242	46.7233372558741
DBF4	87.4898529472846	86.7280295803337	88.1014327579985	101.101853195033	96.7939843548572	106.997991937413	98.0045722082959	97.6548205474634	102.5408722925	95.8320060597357	93.2313107653873	87.1518106436589	112.953409393634	107.184482359535	110.451161192517
TBXA2R	4.42986597201441	4.82660338534031	4.48181504622571	4.42986489318227	4.27818715380584	3.29501094992034	7.02866798949028	5.76205456211216	7.07364627188914	3.68104710776329	4.19540898444243	4.85929719012436	5.20613730577425	6.80536395933557	6.55218752836965
IFRD1	138.064156127783	138.865401565728	147.285949258842	147.419174736408	151.637966896007	153.247963816295	44.8360998361839	47.3568859323593	44.6017696227514	146.74275927897	150.452027747644	147.293501840912	101.091324393136	102.15779307139	100.076864272598
COX10	23.6874777670215	24.0324626895069	24.6806801175717	27.5885256638694	26.0256385189855	25.4015389593859	22.7864881594765	21.8477902146753	21.814909113307	22.647798307086	25.0559147681979	26.1897186220988	43.2966102518188	44.7762015051738	40.7171653548686
GTF2IRD1	29.3478620645955	31.4734762419066	31.4341000502406	35.8875130586918	37.0776219996506	34.9870253591541	29.2483280852983	31.9313856983716	31.1024446763981	38.6197993170419	38.3996461214939	39.8841016124493	40.5287904183692	40.3681816678769	37.207064893242
PAF1	195.098680517468	199.147666763885	198.734730200447	152.129410825361	155.203122857512	158.579890626166	210.973405297442	215.656896267385	212.26338545646	167.331666830867	154.880515009	167.361768158569	288.050964095434	284.742614753109	286.34619543625
VPS41	68.9705521476133	63.9022177371618	65.8151469801912	83.8870617746922	87.82167518507	88.3662027478636	72.8374061814113	73.2861314618641	75.8122088987202	92.2133495809176	92.3572672269619	94.9771723524306	68.0092873361903	63.2589513492784	66.6919087709054
